sample_id,reference,file_type,s3_path
NA18608,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18608/variant_calls/CHM13v2/merged/NA18608.CHM13v2.autosomes.merged.vcf.gz
NA18608,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18608/variant_calls/CHM13v2/merged/NA18608.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18608,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18608/variant_calls/GRCh38_no_alt/merged/NA18608.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18608,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18608/variant_calls/GRCh38_no_alt/merged/NA18608.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18620,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18620/variant_calls/CHM13v2/merged/NA18620.CHM13v2.autosomes.merged.vcf.gz
NA18620,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18620/variant_calls/CHM13v2/merged/NA18620.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18620,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18620/variant_calls/GRCh38_no_alt/merged/NA18620.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18620,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18620/variant_calls/GRCh38_no_alt/merged/NA18620.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18747,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18747/variant_calls/CHM13v2/merged/NA18747.CHM13v2.autosomes.merged.vcf.gz
NA18747,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18747/variant_calls/CHM13v2/merged/NA18747.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18747,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18747/variant_calls/GRCh38_no_alt/merged/NA18747.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18747,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18747/variant_calls/GRCh38_no_alt/merged/NA18747.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18879,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18879/variant_calls/CHM13v2/merged/NA18879.CHM13v2.autosomes.merged.vcf.gz
NA18879,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18879/variant_calls/CHM13v2/merged/NA18879.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18879,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18879/variant_calls/GRCh38_no_alt/merged/NA18879.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18879,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18879/variant_calls/GRCh38_no_alt/merged/NA18879.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18906,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18906/variant_calls/CHM13v2/merged/NA18906.CHM13v2.autosomes.merged.vcf.gz
NA18906,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18906/variant_calls/CHM13v2/merged/NA18906.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18906,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18906/variant_calls/GRCh38_no_alt/merged/NA18906.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18906,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18906/variant_calls/GRCh38_no_alt/merged/NA18906.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18940,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18940/variant_calls/CHM13v2/merged/NA18940.CHM13v2.autosomes.merged.vcf.gz
NA18940,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18940/variant_calls/CHM13v2/merged/NA18940.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18940,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18940/variant_calls/GRCh38_no_alt/merged/NA18940.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18940,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18940/variant_calls/GRCh38_no_alt/merged/NA18940.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18943,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18943/variant_calls/CHM13v2/merged/NA18943.CHM13v2.autosomes.merged.vcf.gz
NA18943,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18943/variant_calls/CHM13v2/merged/NA18943.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18943,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18943/variant_calls/GRCh38_no_alt/merged/NA18943.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18943,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18943/variant_calls/GRCh38_no_alt/merged/NA18943.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18944,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18944/variant_calls/CHM13v2/merged/NA18944.CHM13v2.autosomes.merged.vcf.gz
NA18944,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18944/variant_calls/CHM13v2/merged/NA18944.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18944,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18944/variant_calls/GRCh38_no_alt/merged/NA18944.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18944,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18944/variant_calls/GRCh38_no_alt/merged/NA18944.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18945,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18945/variant_calls/CHM13v2/merged/NA18945.CHM13v2.autosomes.merged.vcf.gz
NA18945,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18945/variant_calls/CHM13v2/merged/NA18945.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18945,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18945/variant_calls/GRCh38_no_alt/merged/NA18945.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18945,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18945/variant_calls/GRCh38_no_alt/merged/NA18945.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18948,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18948/variant_calls/CHM13v2/merged/NA18948.CHM13v2.autosomes.merged.vcf.gz
NA18948,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18948/variant_calls/CHM13v2/merged/NA18948.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18948,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18948/variant_calls/GRCh38_no_alt/merged/NA18948.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18948,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18948/variant_calls/GRCh38_no_alt/merged/NA18948.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18952,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18952/variant_calls/CHM13v2/merged/NA18952.CHM13v2.autosomes.merged.vcf.gz
NA18952,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18952/variant_calls/CHM13v2/merged/NA18952.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18952,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18952/variant_calls/GRCh38_no_alt/merged/NA18952.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18952,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18952/variant_calls/GRCh38_no_alt/merged/NA18952.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18959,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18959/variant_calls/CHM13v2/merged/NA18959.CHM13v2.autosomes.merged.vcf.gz
NA18959,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18959/variant_calls/CHM13v2/merged/NA18959.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18959,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18959/variant_calls/GRCh38_no_alt/merged/NA18959.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18959,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18959/variant_calls/GRCh38_no_alt/merged/NA18959.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18960,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18960/variant_calls/CHM13v2/merged/NA18960.CHM13v2.autosomes.merged.vcf.gz
NA18960,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18960/variant_calls/CHM13v2/merged/NA18960.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18960,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18960/variant_calls/GRCh38_no_alt/merged/NA18960.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18960,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18960/variant_calls/GRCh38_no_alt/merged/NA18960.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18967,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18967/variant_calls/CHM13v2/merged/NA18967.CHM13v2.autosomes.merged.vcf.gz
NA18967,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18967/variant_calls/CHM13v2/merged/NA18967.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18967,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18967/variant_calls/GRCh38_no_alt/merged/NA18967.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18967,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18967/variant_calls/GRCh38_no_alt/merged/NA18967.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18970,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18970/variant_calls/CHM13v2/merged/NA18970.CHM13v2.autosomes.merged.vcf.gz
NA18970,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18970/variant_calls/CHM13v2/merged/NA18970.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18970,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18970/variant_calls/GRCh38_no_alt/merged/NA18970.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18970,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18970/variant_calls/GRCh38_no_alt/merged/NA18970.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18971,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18971/variant_calls/CHM13v2/merged/NA18971.CHM13v2.autosomes.merged.vcf.gz
NA18971,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18971/variant_calls/CHM13v2/merged/NA18971.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18971,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18971/variant_calls/GRCh38_no_alt/merged/NA18971.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18971,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18971/variant_calls/GRCh38_no_alt/merged/NA18971.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18974,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18974/variant_calls/CHM13v2/merged/NA18974.CHM13v2.autosomes.merged.vcf.gz
NA18974,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18974/variant_calls/CHM13v2/merged/NA18974.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18974,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18974/variant_calls/GRCh38_no_alt/merged/NA18974.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18974,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18974/variant_calls/GRCh38_no_alt/merged/NA18974.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18976,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18976/variant_calls/CHM13v2/merged/NA18976.CHM13v2.autosomes.merged.vcf.gz
NA18976,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18976/variant_calls/CHM13v2/merged/NA18976.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18976,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18976/variant_calls/GRCh38_no_alt/merged/NA18976.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18976,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18976/variant_calls/GRCh38_no_alt/merged/NA18976.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18982,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18982/variant_calls/CHM13v2/merged/NA18982.CHM13v2.autosomes.merged.vcf.gz
NA18982,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18982/variant_calls/CHM13v2/merged/NA18982.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18982,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18982/variant_calls/GRCh38_no_alt/merged/NA18982.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18982,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18982/variant_calls/GRCh38_no_alt/merged/NA18982.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA18983,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18983/variant_calls/CHM13v2/merged/NA18983.CHM13v2.autosomes.merged.vcf.gz
NA18983,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18983/variant_calls/CHM13v2/merged/NA18983.CHM13v2.autosomes.merged.vcf.gz.tbi
NA18983,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18983/variant_calls/GRCh38_no_alt/merged/NA18983.GRCh38_no_alt.autosomes.merged.vcf.gz
NA18983,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA18983/variant_calls/GRCh38_no_alt/merged/NA18983.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA19036,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19036/variant_calls/CHM13v2/merged/NA19036.CHM13v2.autosomes.merged.vcf.gz
NA19036,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19036/variant_calls/CHM13v2/merged/NA19036.CHM13v2.autosomes.merged.vcf.gz.tbi
NA19036,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19036/variant_calls/GRCh38_no_alt/merged/NA19036.GRCh38_no_alt.autosomes.merged.vcf.gz
NA19036,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19036/variant_calls/GRCh38_no_alt/merged/NA19036.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA19043,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19043/variant_calls/CHM13v2/merged/NA19043.CHM13v2.autosomes.merged.vcf.gz
NA19043,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19043/variant_calls/CHM13v2/merged/NA19043.CHM13v2.autosomes.merged.vcf.gz.tbi
NA19043,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19043/variant_calls/GRCh38_no_alt/merged/NA19043.GRCh38_no_alt.autosomes.merged.vcf.gz
NA19043,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19043/variant_calls/GRCh38_no_alt/merged/NA19043.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA19087,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19087/variant_calls/CHM13v2/merged/NA19087.CHM13v2.autosomes.merged.vcf.gz
NA19087,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19087/variant_calls/CHM13v2/merged/NA19087.CHM13v2.autosomes.merged.vcf.gz.tbi
NA19087,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19087/variant_calls/GRCh38_no_alt/merged/NA19087.GRCh38_no_alt.autosomes.merged.vcf.gz
NA19087,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19087/variant_calls/GRCh38_no_alt/merged/NA19087.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA19159,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19159/variant_calls/CHM13v2/merged/NA19159.CHM13v2.autosomes.merged.vcf.gz
NA19159,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19159/variant_calls/CHM13v2/merged/NA19159.CHM13v2.autosomes.merged.vcf.gz.tbi
NA19159,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19159/variant_calls/GRCh38_no_alt/merged/NA19159.GRCh38_no_alt.autosomes.merged.vcf.gz
NA19159,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19159/variant_calls/GRCh38_no_alt/merged/NA19159.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
NA19185,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19185/variant_calls/CHM13v2/merged/NA19185.CHM13v2.autosomes.merged.vcf.gz
NA19185,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19185/variant_calls/CHM13v2/merged/NA19185.CHM13v2.autosomes.merged.vcf.gz.tbi
NA19185,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19185/variant_calls/GRCh38_no_alt/merged/NA19185.GRCh38_no_alt.autosomes.merged.vcf.gz
NA19185,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/NA19185/variant_calls/GRCh38_no_alt/merged/NA19185.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
